Id,DayOfWeek,Date,Open,NationalHoliday
105,4,9/17/2015,1,0
106,4,9/17/2015,1,0
107,4,9/17/2015,1,0
108,4,9/17/2015,1,0
109,4,9/17/2015,1,0
110,4,9/17/2015,1,0
111,4,9/17/2015,1,0
112,4,9/17/2015,1,0
113,4,9/17/2015,1,0
114,4,9/17/2015,1,0
115,4,9/17/2015,1,0
116,4,9/17/2015,1,0
117,4,9/17/2015,1,0
118,4,9/17/2015,1,0
119,4,9/17/2015,1,0
120,4,9/17/2015,1,0
121,4,9/17/2015,1,0
122,4,9/17/2015,1,0
123,4,9/17/2015,1,0
124,4,9/17/2015,1,0
125,4,9/17/2015,1,0
126,4,9/17/2015,1,0
127,4,9/17/2015,1,0
128,4,9/17/2015,1,0
129,4,9/17/2015,1,0
130,4,9/17/2015,1,0
131,4,9/17/2015,1,0
132,4,9/17/2015,1,0
133,4,9/17/2015,1,0
134,4,9/17/2015,1,0
135,4,9/17/2015,1,0
136,4,9/17/2015,1,0
137,4,9/17/2015,1,0
138,4,9/17/2015,1,0
139,4,9/17/2015,1,0
140,4,9/17/2015,1,0
141,4,9/17/2015,1,0
142,4,9/17/2015,1,0
143,4,9/17/2015,1,0
144,4,9/17/2015,1,0
145,4,9/17/2015,1,0
146,4,9/17/2015,1,0
147,4,9/17/2015,1,0
148,4,9/17/2015,1,0
149,4,9/17/2015,1,0
150,4,9/17/2015,1,0
151,4,9/17/2015,1,0
152,4,9/17/2015,1,0
153,4,9/17/2015,1,0
154,4,9/17/2015,1,0
155,4,9/17/2015,1,0
156,4,9/17/2015,1,0
157,4,9/17/2015,1,0
158,4,9/17/2015,1,0
159,4,9/17/2015,1,0
160,4,9/17/2015,1,0
161,4,9/17/2015,1,0
162,4,9/17/2015,1,0
163,4,9/17/2015,1,0
164,4,9/17/2015,1,0
165,4,9/17/2015,1,0
166,4,9/17/2015,1,0
167,4,9/17/2015,1,0
168,4,9/17/2015,1,0
169,4,9/17/2015,1,0
170,4,9/17/2015,1,0
171,4,9/17/2015,1,0
172,4,9/17/2015,1,0
173,4,9/17/2015,1,0
174,4,9/17/2015,1,0
175,4,9/17/2015,1,0
176,4,9/17/2015,1,0
177,4,9/17/2015,1,0
178,4,9/17/2015,1,0
179,4,9/17/2015,1,0
180,4,9/17/2015,1,0
181,4,9/17/2015,1,0
182,4,9/17/2015,1,0
183,4,9/17/2015,1,0
184,4,9/17/2015,1,0
185,4,9/17/2015,1,0
186,4,9/17/2015,1,0
187,4,9/17/2015,1,0
188,4,9/17/2015,1,0
189,4,9/17/2015,1,0
190,4,9/17/2015,1,0
191,4,9/17/2015,1,0
192,4,9/17/2015,1,0
193,4,9/17/2015,1,0
194,4,9/17/2015,1,0
195,4,9/17/2015,1,0
196,4,9/17/2015,1,0
197,4,9/17/2015,1,0
198,4,9/17/2015,1,0
199,4,9/17/2015,1,0
200,4,9/17/2015,1,0
201,4,9/17/2015,1,0
202,4,9/17/2015,1,0
203,4,9/17/2015,1,0
204,4,9/17/2015,1,0
205,4,9/17/2015,1,0
206,4,9/17/2015,1,0
207,4,9/17/2015,1,0
208,4,9/17/2015,1,0
209,4,9/17/2015,1,0
210,4,9/17/2015,1,0
211,4,9/17/2015,1,0
212,4,9/17/2015,1,0
213,4,9/17/2015,1,0
214,4,9/17/2015,1,0
215,4,9/17/2015,1,0
216,4,9/17/2015,1,0
217,4,9/17/2015,1,0
218,4,9/17/2015,1,0
219,4,9/17/2015,1,0
220,4,9/17/2015,1,0
221,4,9/17/2015,1,0
222,4,9/17/2015,1,0
223,4,9/17/2015,1,0
224,4,9/17/2015,1,0
225,4,9/17/2015,1,0
226,4,9/17/2015,1,0
227,4,9/17/2015,1,0
228,4,9/17/2015,1,0
229,4,9/17/2015,1,0
230,4,9/17/2015,1,0
231,4,9/17/2015,1,0
232,4,9/17/2015,1,0
233,4,9/17/2015,1,0
234,4,9/17/2015,1,0
235,4,9/17/2015,1,0
236,4,9/17/2015,1,0
237,4,9/17/2015,1,0
238,4,9/17/2015,1,0
239,4,9/17/2015,1,0
240,4,9/17/2015,1,0
241,4,9/17/2015,1,0
242,4,9/17/2015,1,0
243,4,9/17/2015,1,0
244,4,9/17/2015,1,0
245,4,9/17/2015,1,0
246,4,9/17/2015,1,0
247,4,9/17/2015,1,0
248,4,9/17/2015,1,0
249,4,9/17/2015,1,0
250,4,9/17/2015,1,0
251,4,9/17/2015,1,0
252,4,9/17/2015,1,0
253,4,9/17/2015,1,0
254,4,9/17/2015,1,0
255,4,9/17/2015,1,0
256,4,9/17/2015,1,0
257,4,9/17/2015,1,0
258,4,9/17/2015,1,0
259,4,9/17/2015,1,0
260,4,9/17/2015,1,0
261,4,9/17/2015,1,0
262,4,9/17/2015,1,0
263,4,9/17/2015,1,0
264,4,9/17/2015,1,0
265,4,9/17/2015,1,0
266,4,9/17/2015,1,0
267,4,9/17/2015,1,0
268,4,9/17/2015,1,0
269,4,9/17/2015,1,0
270,4,9/17/2015,1,0
271,4,9/17/2015,1,0
272,4,9/17/2015,1,0
273,4,9/17/2015,1,0
274,4,9/17/2015,1,0
275,4,9/17/2015,1,0
276,4,9/17/2015,1,0
277,4,9/17/2015,1,0
278,4,9/17/2015,1,0
279,4,9/17/2015,1,0
280,4,9/17/2015,1,0
281,4,9/17/2015,1,0
282,4,9/17/2015,1,0
283,4,9/17/2015,1,0
284,4,9/17/2015,1,0
285,4,9/17/2015,1,0
286,4,9/17/2015,1,0
287,4,9/17/2015,1,0
288,4,9/17/2015,1,0
289,4,9/17/2015,1,0
290,4,9/17/2015,1,0
291,4,9/17/2015,1,0
292,4,9/17/2015,1,0
293,4,9/17/2015,1,0
294,4,9/17/2015,1,0
295,4,9/17/2015,1,0
296,4,9/17/2015,1,0
297,4,9/17/2015,1,0
298,4,9/17/2015,1,0
299,4,9/17/2015,1,0
300,4,9/17/2015,1,0
301,4,9/17/2015,1,0
302,4,9/17/2015,1,0
303,4,9/17/2015,1,0
304,4,9/17/2015,1,0
305,4,9/17/2015,1,0
306,4,9/17/2015,1,0
307,4,9/17/2015,1,0
308,4,9/17/2015,1,0
309,4,9/17/2015,1,0
310,4,9/17/2015,1,0
311,4,9/17/2015,1,0
312,4,9/17/2015,1,0
313,4,9/17/2015,1,0
314,4,9/17/2015,1,0
315,4,9/17/2015,1,0
316,4,9/17/2015,1,0
317,4,9/17/2015,1,0
318,4,9/17/2015,1,0
319,4,9/17/2015,1,0
320,4,9/17/2015,1,0
321,4,9/17/2015,1,0
322,4,9/17/2015,1,0
323,4,9/17/2015,1,0
324,4,9/17/2015,1,0
325,4,9/17/2015,1,0
326,4,9/17/2015,1,0
327,4,9/17/2015,1,0
328,4,9/17/2015,1,0
329,4,9/17/2015,1,0
330,4,9/17/2015,1,0
331,4,9/17/2015,1,0
332,4,9/17/2015,1,0
333,4,9/17/2015,1,0
334,4,9/17/2015,1,0
335,4,9/17/2015,1,0
336,4,9/17/2015,1,0
337,4,9/17/2015,1,0
338,4,9/17/2015,1,0
339,4,9/17/2015,1,0
340,4,9/17/2015,1,0
341,4,9/17/2015,1,0
342,4,9/17/2015,1,0
343,4,9/17/2015,1,0
344,4,9/17/2015,1,0
345,4,9/17/2015,1,0
346,4,9/17/2015,1,0
347,4,9/17/2015,1,0
348,4,9/17/2015,1,0
349,4,9/17/2015,1,0
350,4,9/17/2015,1,0
351,4,9/17/2015,1,0
352,4,9/17/2015,1,0
353,4,9/17/2015,1,0
354,4,9/17/2015,1,0
355,4,9/17/2015,1,0
356,4,9/17/2015,1,0
357,4,9/17/2015,1,0
358,4,9/17/2015,1,0
359,4,9/17/2015,1,0
360,4,9/17/2015,1,0
361,4,9/17/2015,1,0
362,4,9/17/2015,1,0
363,4,9/17/2015,1,0
364,4,9/17/2015,1,0
365,4,9/17/2015,1,0
366,4,9/17/2015,1,0
367,4,9/17/2015,1,0
368,4,9/17/2015,1,0
369,4,9/17/2015,1,0
370,4,9/17/2015,1,0
371,4,9/17/2015,1,0
372,4,9/17/2015,1,0
373,4,9/17/2015,1,0
374,4,9/17/2015,1,0
375,4,9/17/2015,1,0
376,4,9/17/2015,1,0
377,4,9/17/2015,1,0
378,4,9/17/2015,1,0
379,4,9/17/2015,1,0
380,4,9/17/2015,1,0
381,4,9/17/2015,1,0
382,4,9/17/2015,1,0
383,4,9/17/2015,1,0
384,4,9/17/2015,1,0
385,4,9/17/2015,1,0
386,4,9/17/2015,1,0
387,4,9/17/2015,1,0
388,4,9/17/2015,1,0
389,4,9/17/2015,1,0
390,4,9/17/2015,1,0
391,4,9/17/2015,1,0
392,4,9/17/2015,1,0
393,4,9/17/2015,1,0
394,4,9/17/2015,1,0
395,4,9/17/2015,1,0
396,4,9/17/2015,1,0
397,4,9/17/2015,1,0
398,4,9/17/2015,1,0
399,4,9/17/2015,1,0
400,4,9/17/2015,1,0
401,4,9/17/2015,1,0
402,4,9/17/2015,1,0
403,4,9/17/2015,1,0
404,4,9/17/2015,1,0
405,4,9/17/2015,1,0
406,4,9/17/2015,1,0
407,4,9/17/2015,1,0
408,4,9/17/2015,1,0
409,4,9/17/2015,1,0
410,4,9/17/2015,1,0
411,4,9/17/2015,1,0
412,4,9/17/2015,1,0
413,4,9/17/2015,1,0
414,4,9/17/2015,1,0
415,4,9/17/2015,1,0
416,4,9/17/2015,1,0
417,4,9/17/2015,1,0
418,4,9/17/2015,1,0
419,4,9/17/2015,1,0
420,4,9/17/2015,1,0
421,4,9/17/2015,1,0
422,4,9/17/2015,1,0
423,4,9/17/2015,1,0
424,4,9/17/2015,1,0
425,4,9/17/2015,1,0
426,4,9/17/2015,1,0
427,4,9/17/2015,1,0
428,4,9/17/2015,1,0
429,4,9/17/2015,1,0
430,4,9/17/2015,1,0
431,4,9/17/2015,1,0
432,4,9/17/2015,1,0
433,4,9/17/2015,1,0
434,4,9/17/2015,1,0
435,4,9/17/2015,1,0
436,4,9/17/2015,1,0
437,4,9/17/2015,1,0
438,4,9/17/2015,1,0
439,4,9/17/2015,1,0
440,4,9/17/2015,1,0
441,4,9/17/2015,1,0
442,4,9/17/2015,1,0
443,4,9/17/2015,1,0
444,4,9/17/2015,1,0
445,4,9/17/2015,1,0
446,4,9/17/2015,1,0
447,4,9/17/2015,1,0
448,4,9/17/2015,1,0
449,4,9/17/2015,1,0
450,4,9/17/2015,1,0
451,4,9/17/2015,1,0
452,4,9/17/2015,1,0
453,4,9/17/2015,1,0
454,4,9/17/2015,1,0
455,4,9/17/2015,1,0
456,4,9/17/2015,1,0
457,4,9/17/2015,1,0
458,4,9/17/2015,1,0
459,4,9/17/2015,1,0
460,4,9/17/2015,1,0
461,4,9/17/2015,1,0
462,4,9/17/2015,1,0
463,4,9/17/2015,1,0
464,4,9/17/2015,1,0
465,4,9/17/2015,1,0
466,4,9/17/2015,1,0
467,4,9/17/2015,1,0
468,4,9/17/2015,1,0
469,4,9/17/2015,1,0
470,4,9/17/2015,1,0
471,4,9/17/2015,1,0
472,4,9/17/2015,1,0
473,4,9/17/2015,1,0
474,4,9/17/2015,1,0
475,4,9/17/2015,1,0
476,4,9/17/2015,1,0
477,4,9/17/2015,1,0
478,4,9/17/2015,1,0
479,4,9/17/2015,1,0
480,4,9/17/2015,,0
481,4,9/17/2015,1,0
482,4,9/17/2015,1,0
483,4,9/17/2015,1,0
484,4,9/17/2015,1,0
485,4,9/17/2015,1,0
486,4,9/17/2015,1,0
487,4,9/17/2015,1,0
488,4,9/17/2015,1,0
489,4,9/17/2015,1,0
490,4,9/17/2015,1,0
491,4,9/17/2015,1,0
492,4,9/17/2015,1,0
493,4,9/17/2015,1,0
494,4,9/17/2015,1,0
495,4,9/17/2015,1,0
496,4,9/17/2015,1,0
497,4,9/17/2015,1,0
498,4,9/17/2015,1,0
499,4,9/17/2015,1,0
500,4,9/17/2015,1,0
501,4,9/17/2015,1,0
502,4,9/17/2015,1,0
503,4,9/17/2015,1,0
504,4,9/17/2015,1,0
505,4,9/17/2015,1,0
506,4,9/17/2015,1,0
507,4,9/17/2015,1,0
508,4,9/17/2015,1,0
509,4,9/17/2015,1,0
510,4,9/17/2015,1,0
511,4,9/17/2015,1,0
512,4,9/17/2015,1,0
513,4,9/17/2015,1,0
514,4,9/17/2015,1,0
515,4,9/17/2015,1,0
516,4,9/17/2015,1,0
517,4,9/17/2015,1,0
518,4,9/17/2015,1,0
519,4,9/17/2015,1,0
520,4,9/17/2015,1,0
521,4,9/17/2015,1,0
522,4,9/17/2015,1,0
523,4,9/17/2015,1,0
524,4,9/17/2015,1,0
525,4,9/17/2015,1,0
526,4,9/17/2015,1,0
527,4,9/17/2015,1,0
528,4,9/17/2015,1,0
529,4,9/17/2015,1,0
530,4,9/17/2015,1,0
531,4,9/17/2015,1,0
532,4,9/17/2015,1,0
533,4,9/17/2015,1,0
534,4,9/17/2015,1,0
535,4,9/17/2015,1,0
536,4,9/17/2015,1,0
537,4,9/17/2015,1,0
538,4,9/17/2015,1,0
539,4,9/17/2015,1,0
540,4,9/17/2015,1,0
541,4,9/17/2015,1,0
542,4,9/17/2015,1,0
543,4,9/17/2015,1,0
544,4,9/17/2015,0,0
545,4,9/17/2015,1,0
546,4,9/17/2015,1,0
547,4,9/17/2015,1,0
548,4,9/17/2015,1,0
549,4,9/17/2015,1,0
550,4,9/17/2015,1,0
551,4,9/17/2015,1,0
552,4,9/17/2015,1,0
553,4,9/17/2015,1,0
554,4,9/17/2015,1,0
555,4,9/17/2015,1,0
556,4,9/17/2015,1,0
557,4,9/17/2015,1,0
558,4,9/17/2015,1,0
559,4,9/17/2015,1,0
560,4,9/17/2015,1,0
561,4,9/17/2015,1,0
562,4,9/17/2015,1,0
563,4,9/17/2015,1,0
564,4,9/17/2015,1,0
565,4,9/17/2015,1,0
566,4,9/17/2015,1,0
567,4,9/17/2015,1,0
568,4,9/17/2015,1,0
569,4,9/17/2015,1,0
570,4,9/17/2015,1,0
571,4,9/17/2015,1,0
572,4,9/17/2015,1,0
573,4,9/17/2015,1,0
574,4,9/17/2015,1,0
575,4,9/17/2015,1,0
576,4,9/17/2015,1,0
577,4,9/17/2015,1,0
578,4,9/17/2015,1,0
579,4,9/17/2015,1,0
580,4,9/17/2015,1,0
581,4,9/17/2015,1,0
582,4,9/17/2015,1,0
583,4,9/17/2015,1,0
584,4,9/17/2015,1,0
585,4,9/17/2015,1,0
586,4,9/17/2015,1,0
587,4,9/17/2015,1,0
588,4,9/17/2015,1,0
589,4,9/17/2015,1,0
590,4,9/17/2015,1,0
591,4,9/17/2015,1,0
592,4,9/17/2015,1,0
593,4,9/17/2015,1,0
594,4,9/17/2015,1,0
595,4,9/17/2015,1,0
596,4,9/17/2015,1,0
597,4,9/17/2015,1,0
598,4,9/17/2015,1,0
599,4,9/17/2015,1,0
600,4,9/17/2015,1,0
601,4,9/17/2015,1,0
602,4,9/17/2015,1,0
603,4,9/17/2015,1,0
604,4,9/17/2015,1,0
605,4,9/17/2015,1,0
606,4,9/17/2015,1,0
607,4,9/17/2015,1,0
608,4,9/17/2015,1,0
609,4,9/17/2015,1,0
610,4,9/17/2015,1,0
611,4,9/17/2015,1,0
612,4,9/17/2015,1,0
613,4,9/17/2015,1,0
614,4,9/17/2015,1,0
615,4,9/17/2015,1,0
616,4,9/17/2015,1,0
617,4,9/17/2015,1,0
618,4,9/17/2015,1,0
619,4,9/17/2015,1,0
620,4,9/17/2015,1,0
621,4,9/17/2015,1,0
622,4,9/17/2015,1,0
623,4,9/17/2015,1,0
624,4,9/17/2015,1,0
625,4,9/17/2015,1,0
626,4,9/17/2015,1,0
627,4,9/17/2015,1,0
628,4,9/17/2015,1,0
629,4,9/17/2015,1,0
630,4,9/17/2015,1,0
631,4,9/17/2015,1,0
632,4,9/17/2015,1,0
633,4,9/17/2015,1,0
634,4,9/17/2015,1,0
635,4,9/17/2015,1,0
636,4,9/17/2015,1,0
637,4,9/17/2015,1,0
638,4,9/17/2015,1,0
639,4,9/17/2015,1,0
640,4,9/17/2015,1,0
641,4,9/17/2015,1,0
642,4,9/17/2015,1,0
643,4,9/17/2015,1,0
644,4,9/17/2015,1,0
645,4,9/17/2015,1,0
646,4,9/17/2015,1,0
647,4,9/17/2015,1,0
648,4,9/17/2015,1,0
649,4,9/17/2015,1,0
650,4,9/17/2015,1,0
651,4,9/17/2015,1,0
652,4,9/17/2015,1,0
653,4,9/17/2015,1,0
654,4,9/17/2015,1,0
655,4,9/17/2015,1,0
656,4,9/17/2015,1,0
657,4,9/17/2015,1,0
658,4,9/17/2015,1,0
659,4,9/17/2015,1,0
660,4,9/17/2015,1,0
661,4,9/17/2015,1,0
662,4,9/17/2015,1,0
663,4,9/17/2015,1,0
664,4,9/17/2015,1,0
665,4,9/17/2015,1,0
666,4,9/17/2015,1,0
667,4,9/17/2015,1,0
668,4,9/17/2015,1,0
669,4,9/17/2015,1,0
670,4,9/17/2015,1,0
671,4,9/17/2015,1,0
672,4,9/17/2015,1,0
673,4,9/17/2015,1,0
674,4,9/17/2015,1,0
675,4,9/17/2015,1,0
676,4,9/17/2015,1,0
677,4,9/17/2015,0,0
678,4,9/17/2015,1,0
679,4,9/17/2015,1,0
680,4,9/17/2015,1,0
681,4,9/17/2015,1,0
682,4,9/17/2015,1,0
683,4,9/17/2015,1,0
684,4,9/17/2015,1,0
685,4,9/17/2015,1,0
686,4,9/17/2015,1,0
687,4,9/17/2015,1,0
688,4,9/17/2015,1,0
689,4,9/17/2015,1,0
690,4,9/17/2015,1,0
691,4,9/17/2015,1,0
692,4,9/17/2015,1,0
693,4,9/17/2015,1,0
694,4,9/17/2015,1,0
695,4,9/17/2015,1,0
696,4,9/17/2015,1,0
697,4,9/17/2015,1,0
698,4,9/17/2015,1,0
699,4,9/17/2015,1,0
700,4,9/17/2015,1,0
701,4,9/17/2015,1,0
702,4,9/17/2015,1,0
703,4,9/17/2015,1,0
704,4,9/17/2015,1,0
705,4,9/17/2015,1,0
706,4,9/17/2015,1,0
707,4,9/17/2015,1,0
708,4,9/17/2015,1,0
709,4,9/17/2015,1,0
710,4,9/17/2015,1,0
711,4,9/17/2015,1,0
712,4,9/17/2015,1,0
713,4,9/17/2015,1,0
714,4,9/17/2015,1,0
715,4,9/17/2015,1,0
716,4,9/17/2015,1,0
717,4,9/17/2015,1,0
718,4,9/17/2015,1,0
719,4,9/17/2015,1,0
720,4,9/17/2015,1,0
721,4,9/17/2015,1,0
722,4,9/17/2015,1,0
723,4,9/17/2015,1,0
724,4,9/17/2015,1,0
725,4,9/17/2015,1,0
726,4,9/17/2015,1,0
727,4,9/17/2015,1,0
728,4,9/17/2015,1,0
729,4,9/17/2015,1,0
730,4,9/17/2015,1,0
731,4,9/17/2015,1,0
732,4,9/17/2015,1,0
733,4,9/17/2015,1,0
734,4,9/17/2015,1,0
735,4,9/17/2015,1,0
736,4,9/17/2015,1,0
737,4,9/17/2015,1,0
738,4,9/17/2015,1,0
739,4,9/17/2015,1,0
740,4,9/17/2015,1,0
741,4,9/17/2015,1,0
742,4,9/17/2015,1,0
743,4,9/17/2015,1,0
744,4,9/17/2015,1,0
745,4,9/17/2015,1,0
746,4,9/17/2015,1,0
747,4,9/17/2015,1,0
748,4,9/17/2015,1,0
749,4,9/17/2015,1,0
750,4,9/17/2015,1,0
751,4,9/17/2015,1,0
752,4,9/17/2015,1,0
753,4,9/17/2015,1,0
754,4,9/17/2015,1,0
755,4,9/17/2015,1,0
756,4,9/17/2015,1,0
757,4,9/17/2015,1,0
758,4,9/17/2015,1,0
759,4,9/17/2015,1,0
760,4,9/17/2015,1,0
761,4,9/17/2015,1,0
762,4,9/17/2015,1,0
763,4,9/17/2015,1,0
764,4,9/17/2015,1,0
765,4,9/17/2015,1,0
766,4,9/17/2015,1,0
767,4,9/17/2015,1,0
768,4,9/17/2015,1,0
769,4,9/17/2015,1,0
770,4,9/17/2015,1,0
771,4,9/17/2015,1,0
772,4,9/17/2015,1,0
773,4,9/17/2015,1,0
774,4,9/17/2015,1,0
775,4,9/17/2015,1,0
776,4,9/17/2015,1,0
777,4,9/17/2015,1,0
778,4,9/17/2015,1,0
779,4,9/17/2015,1,0
780,4,9/17/2015,1,0
781,4,9/17/2015,1,0
782,4,9/17/2015,1,0
783,4,9/17/2015,1,0
784,4,9/17/2015,1,0
785,4,9/17/2015,1,0
786,4,9/17/2015,1,0
787,4,9/17/2015,1,0
788,4,9/17/2015,1,0
789,4,9/17/2015,1,0
790,4,9/17/2015,1,0
791,4,9/17/2015,1,0
792,4,9/17/2015,1,0
793,4,9/17/2015,1,0
794,4,9/17/2015,1,0
795,4,9/17/2015,1,0
796,4,9/17/2015,1,0
797,4,9/17/2015,1,0
798,4,9/17/2015,1,0
799,4,9/17/2015,1,0
800,4,9/17/2015,1,0
801,4,9/17/2015,1,0
802,4,9/17/2015,1,0
803,4,9/17/2015,1,0
804,4,9/17/2015,1,0
805,4,9/17/2015,1,0
806,4,9/17/2015,1,0
807,4,9/17/2015,1,0
808,4,9/17/2015,1,0
809,4,9/17/2015,1,0
810,4,9/17/2015,1,0
811,4,9/17/2015,1,0
812,4,9/17/2015,1,0
813,4,9/17/2015,1,0
814,4,9/17/2015,1,0
815,4,9/17/2015,1,0
816,4,9/17/2015,1,0
817,4,9/17/2015,1,0
818,4,9/17/2015,1,0
819,4,9/17/2015,1,0
820,4,9/17/2015,1,0
821,4,9/17/2015,1,0
822,4,9/17/2015,1,0
823,4,9/17/2015,1,0
824,4,9/17/2015,1,0
825,4,9/17/2015,1,0
826,4,9/17/2015,1,0
827,4,9/17/2015,1,0
828,4,9/17/2015,1,0
829,4,9/17/2015,1,0
830,4,9/17/2015,1,0
831,4,9/17/2015,1,0
832,4,9/17/2015,1,0
833,4,9/17/2015,1,0
834,4,9/17/2015,1,0
835,4,9/17/2015,1,0
836,4,9/17/2015,1,0
837,4,9/17/2015,1,0
838,4,9/17/2015,1,0
839,4,9/17/2015,1,0
840,4,9/17/2015,1,0
841,4,9/17/2015,0,0
842,4,9/17/2015,1,0
843,4,9/17/2015,1,0
844,4,9/17/2015,1,0
845,4,9/17/2015,1,0
846,4,9/17/2015,1,0
847,4,9/17/2015,1,0
848,4,9/17/2015,1,0
849,4,9/17/2015,1,0
850,4,9/17/2015,1,0
851,4,9/17/2015,1,0
852,4,9/17/2015,1,0
853,4,9/17/2015,1,0
854,4,9/17/2015,1,0
855,4,9/17/2015,1,0
856,4,9/17/2015,1,0
857,3,9/16/2015,1,0
858,3,9/16/2015,1,0
859,3,9/16/2015,1,0
860,3,9/16/2015,1,0
861,3,9/16/2015,1,0
862,3,9/16/2015,1,0
863,3,9/16/2015,1,0
864,3,9/16/2015,1,0
865,3,9/16/2015,1,0
866,3,9/16/2015,1,0
867,3,9/16/2015,1,0
868,3,9/16/2015,1,0
869,3,9/16/2015,1,0
870,3,9/16/2015,1,0
871,3,9/16/2015,1,0
872,3,9/16/2015,1,0
873,3,9/16/2015,1,0
874,3,9/16/2015,1,0
875,3,9/16/2015,1,0
876,3,9/16/2015,1,0
877,3,9/16/2015,1,0
878,3,9/16/2015,1,0
879,3,9/16/2015,1,0
880,3,9/16/2015,1,0
881,3,9/16/2015,1,0
882,3,9/16/2015,1,0
883,3,9/16/2015,1,0
884,3,9/16/2015,1,0
885,3,9/16/2015,1,0
886,3,9/16/2015,1,0
887,3,9/16/2015,1,0
888,3,9/16/2015,1,0
889,3,9/16/2015,1,0
890,3,9/16/2015,1,0
891,3,9/16/2015,1,0
892,3,9/16/2015,1,0
893,3,9/16/2015,1,0
894,3,9/16/2015,1,0
895,3,9/16/2015,1,0
896,3,9/16/2015,1,0
897,3,9/16/2015,1,0
898,3,9/16/2015,1,0
899,3,9/16/2015,1,0
900,3,9/16/2015,1,0
901,3,9/16/2015,1,0
902,3,9/16/2015,1,0
903,3,9/16/2015,1,0
904,3,9/16/2015,1,0
905,3,9/16/2015,1,0
906,3,9/16/2015,1,0
907,3,9/16/2015,1,0
908,3,9/16/2015,1,0
909,3,9/16/2015,1,0
910,3,9/16/2015,1,0
911,3,9/16/2015,1,0
912,3,9/16/2015,1,0
913,3,9/16/2015,1,0
914,3,9/16/2015,1,0
915,3,9/16/2015,1,0
916,3,9/16/2015,1,0
917,3,9/16/2015,1,0
918,3,9/16/2015,1,0
919,3,9/16/2015,1,0
920,3,9/16/2015,1,0
921,3,9/16/2015,1,0
922,3,9/16/2015,1,0
923,3,9/16/2015,1,0
924,3,9/16/2015,1,0
925,3,9/16/2015,1,0
926,3,9/16/2015,1,0
927,3,9/16/2015,1,0
928,3,9/16/2015,1,0
929,3,9/16/2015,1,0
930,3,9/16/2015,1,0
